name	function
9606.ENSP00000318176	[ 1.  1.]
9606.ENSP00000320184	[ 1.  1.]
9606.ENSP00000405575	[ 1.  0.]
9606.ENSP00000446205	[ 0.  0.]
9606.ENSP00000367164	[-1 -1]
9606.ENSP00000368450	[ 1.  0.]
9606.ENSP00000415774	[ 0.  0.]
9606.ENSP00000357779	[-1 -1]
9606.ENSP00000327950	[-1 -1]
9606.ENSP00000316228	[ 0.  0.]
9606.ENSP00000271657	[ 1.  0.]
9606.ENSP00000254770	[ 1.  1.]
9606.ENSP00000360916	[ 1.  0.]
9606.ENSP00000309772	[ 1.  1.]
9606.ENSP00000316664	[ 1.  0.]
9606.ENSP00000318977	[ 1.  1.]
9606.ENSP00000262482	[ 1.  1.]
9606.ENSP00000308535	[ 1.  0.]
9606.ENSP00000334050	[ 1.  0.]
9606.ENSP00000265872	[ 0.  0.]
9606.ENSP00000317310	[ 1.  1.]
9606.ENSP00000297477	[ 1.  1.]
9606.ENSP00000364766	[-1 -1]
9606.ENSP00000344285	[ 1.  1.]
9606.ENSP00000366618	[ 1.  1.]
9606.ENSP00000225519	[ 0.  0.]
9606.ENSP00000272433	[ 1.  1.]
9606.ENSP00000272520	[ 1.  0.]
9606.ENSP00000324025	[ 0.  0.]
9606.ENSP00000296871	[ 1.  0.]
9606.ENSP00000345060	[ 1.  0.]
9606.ENSP00000217182	[ 1.  1.]
9606.ENSP00000456594	[ 1.  0.]
9606.ENSP00000374359	[ 0.  0.]
9606.ENSP00000261007	[ 1.  0.]
9606.ENSP00000437629	[ 1.  0.]
9606.ENSP00000451131	[-1 -1]
9606.ENSP00000381490	[ 0.  0.]
9606.ENSP00000276014	[ 1.  1.]
9606.ENSP00000186436	[ 1.  0.]
9606.ENSP00000396620	[ 1.  1.]
9606.ENSP00000297404	[ 1.  0.]
9606.ENSP00000379242	[-1 -1]
9606.ENSP00000225792	[ 1.  1.]
9606.ENSP00000351536	[ 1.  0.]
9606.ENSP00000324369	[ 1.  0.]
9606.ENSP00000261017	[ 1.  1.]
9606.ENSP00000350162	[ 1.  1.]
9606.ENSP00000356832	[ 1.  1.]
9606.ENSP00000458307	[ 1.  0.]
9606.ENSP00000351214	[ 1.  1.]
9606.ENSP00000249071	[ 1.  1.]
9606.ENSP00000273353	[ 1.  1.]
9606.ENSP00000303522	[ 1.  1.]
9606.ENSP00000307599	[ 1.  0.]
9606.ENSP00000364567	[ 0.  0.]
9606.ENSP00000442477	[ 1.  0.]
9606.ENSP00000412886	[ 1.  1.]
9606.ENSP00000264649	[ 1.  1.]
9606.ENSP00000354950	[ 1.  0.]
9606.ENSP00000253382	[ 1.  1.]
9606.ENSP00000311127	[ 1.  0.]
9606.ENSP00000342008	[ 1.  0.]
9606.ENSP00000338967	[ 1.  1.]
9606.ENSP00000324422	[ 1.  1.]
9606.ENSP00000298295	[ 1.  1.]
9606.ENSP00000273482	[ 1.  1.]
9606.ENSP00000279783	[-1 -1]
9606.ENSP00000362507	[ 1.  0.]
9606.ENSP00000370473	[ 1.  1.]
9606.ENSP00000265077	[ 1.  1.]
9606.ENSP00000260585	[ 1.  0.]
9606.ENSP00000269080	[ 1.  1.]
9606.ENSP00000346600	[-1 -1]
9606.ENSP00000290776	[-1 -1]
9606.ENSP00000347719	[ 0.  0.]
9606.ENSP00000291442	[ 1.  1.]
9606.ENSP00000215957	[ 1.  1.]
9606.ENSP00000357097	[ 1.  0.]
9606.ENSP00000337510	[ 0.  0.]
9606.ENSP00000365426	[ 0.  0.]
9606.ENSP00000301042	[ 1.  1.]
9606.ENSP00000237858	[ 1.  1.]
9606.ENSP00000432472	[ 1.  1.]
9606.ENSP00000376500	[ 0.  0.]
9606.ENSP00000350896	[ 1.  0.]
9606.ENSP00000216540	[ 1.  0.]
9606.ENSP00000417895	[ 0.  0.]
9606.ENSP00000305424	[ 1.  0.]
9606.ENSP00000312506	[ 0.  0.]
9606.ENSP00000264220	[ 0.  0.]
9606.ENSP00000345824	[ 1.  1.]
9606.ENSP00000378167	[ 0.  0.]
9606.ENSP00000421473	[-1 -1]
9606.ENSP00000305631	[ 1.  1.]
9606.ENSP00000457715	[ 0.  0.]
9606.ENSP00000273062	[ 1.  1.]
9606.ENSP00000310117	[ 0.  0.]
9606.ENSP00000320130	[ 1.  1.]
9606.ENSP00000280020	[-1 -1]
9606.ENSP00000217740	[ 0.  0.]
9606.ENSP00000359769	[-1 -1]
9606.ENSP00000371529	[-1 -1]
9606.ENSP00000282470	[ 1.  0.]
9606.ENSP00000338629	[ 1.  1.]
9606.ENSP00000268668	[ 1.  1.]
9606.ENSP00000252115	[ 1.  1.]
9606.ENSP00000334072	[ 1.  0.]
9606.ENSP00000244601	[ 1.  1.]
9606.ENSP00000372460	[ 0.  0.]
9606.ENSP00000228820	[ 0.  0.]
9606.ENSP00000256545	[ 1.  1.]
9606.ENSP00000378313	[ 0.  0.]
9606.ENSP00000347324	[ 1.  1.]
9606.ENSP00000342848	[ 1.  0.]
9606.ENSP00000225402	[ 1.  1.]
9606.ENSP00000317836	[ 0.  0.]
9606.ENSP00000361524	[ 1.  1.]
9606.ENSP00000314837	[ 1.  1.]
9606.ENSP00000409936	[ 1.  1.]
9606.ENSP00000226284	[ 1.  0.]
9606.ENSP00000314910	[ 0.  0.]
9606.ENSP00000265627	[ 1.  1.]
9606.ENSP00000354394	[ 1.  1.]
9606.ENSP00000327975	[ 1.  1.]
9606.ENSP00000325376	[ 1.  1.]
9606.ENSP00000322419	[ 1.  1.]
9606.ENSP00000295886	[ 1.  1.]
9606.ENSP00000362036	[ 1.  1.]
9606.ENSP00000455944	[-1 -1]
9606.ENSP00000401371	[ 1.  1.]
9606.ENSP00000256010	[ 0.  0.]
9606.ENSP00000353915	[ 1.  1.]
9606.ENSP00000359795	[ 1.  0.]
9606.ENSP00000346127	[ 1.  0.]
9606.ENSP00000361700	[ 1.  0.]
9606.ENSP00000338330	[ 1.  0.]
9606.ENSP00000404833	[-1 -1]
9606.ENSP00000368538	[ 1.  0.]
9606.ENSP00000368887	[ 1.  1.]
9606.ENSP00000417061	[-1 -1]
9606.ENSP00000410186	[ 1.  1.]
9606.ENSP00000381036	[ 0.  0.]
9606.ENSP00000413937	[ 1.  1.]
9606.ENSP00000225992	[-1 -1]
9606.ENSP00000295682	[ 1.  1.]
9606.ENSP00000287025	[ 1.  1.]
9606.ENSP00000297591	[ 0.  0.]
9606.ENSP00000380597	[-1 -1]
9606.ENSP00000295569	[-1 -1]
9606.ENSP00000259477	[ 1.  1.]
9606.ENSP00000366384	[-1 -1]
9606.ENSP00000370669	[ 1.  1.]
9606.ENSP00000397039	[ 1.  0.]
9606.ENSP00000363431	[ 0.  0.]
9606.ENSP00000370748	[ 1.  1.]
9606.ENSP00000434480	[ 1.  1.]
9606.ENSP00000374372	[ 1.  1.]
9606.ENSP00000246802	[ 1.  1.]
9606.ENSP00000355114	[ 1.  1.]
9606.ENSP00000257570	[ 1.  1.]
9606.ENSP00000250617	[ 0.  0.]
9606.ENSP00000359019	[ 0.  0.]
9606.ENSP00000227256	[ 0.  0.]
9606.ENSP00000299293	[ 0.  0.]
9606.ENSP00000472801	[-1 -1]
9606.ENSP00000264431	[ 1.  1.]
9606.ENSP00000330460	[ 1.  1.]
9606.ENSP00000251108	[ 0.  0.]
9606.ENSP00000309968	[ 1.  1.]
9606.ENSP00000357189	[ 1.  1.]
9606.ENSP00000379086	[ 0.  0.]
9606.ENSP00000247153	[-1 -1]
9606.ENSP00000327427	[ 0.  0.]
9606.ENSP00000385415	[-1 -1]
9606.ENSP00000351407	[ 1.  1.]
9606.ENSP00000462664	[ 1.  1.]
9606.ENSP00000025008	[ 1.  1.]
9606.ENSP00000219252	[ 1.  1.]
9606.ENSP00000218348	[ 1.  1.]
9606.ENSP00000251473	[ 1.  0.]
9606.ENSP00000318615	[-1 -1]
9606.ENSP00000296503	[ 1.  1.]
9606.ENSP00000349853	[-1 -1]
9606.ENSP00000298937	[ 1.  1.]
9606.ENSP00000350265	[ 1.  1.]
9606.ENSP00000368976	[ 1.  1.]
9606.ENSP00000221804	[ 1.  1.]
9606.ENSP00000420976	[-1 -1]
9606.ENSP00000315013	[ 1.  1.]
9606.ENSP00000432768	[ 1.  1.]
9606.ENSP00000434442	[ 1.  1.]
9606.ENSP00000362095	[ 1.  1.]
9606.ENSP00000380351	[ 0.  0.]
9606.ENSP00000227065	[-1 -1]
9606.ENSP00000304941	[ 1.  1.]
9606.ENSP00000251170	[ 1.  1.]
9606.ENSP00000393762	[-1 -1]
9606.ENSP00000261407	[ 1.  0.]
9606.ENSP00000319412	[ 1.  1.]
9606.ENSP00000408632	[ 1.  1.]
9606.ENSP00000261758	[ 1.  0.]
9606.ENSP00000345468	[ 1.  0.]
9606.ENSP00000288840	[ 1.  1.]
9606.ENSP00000270590	[ 0.  0.]
9606.ENSP00000357389	[ 1.  1.]
9606.ENSP00000318641	[ 1.  1.]
9606.ENSP00000360497	[ 0.  0.]
9606.ENSP00000313420	[ 1.  1.]
9606.ENSP00000378165	[ 1.  1.]
9606.ENSP00000315387	[ 1.  1.]
9606.ENSP00000464149	[-1 -1]
9606.ENSP00000359635	[ 1.  1.]
9606.ENSP00000255078	[ 1.  1.]
9606.ENSP00000262033	[ 1.  1.]
9606.ENSP00000282928	[ 1.  1.]
9606.ENSP00000366365	[-1 -1]
9606.ENSP00000300179	[-1 -1]
9606.ENSP00000341344	[ 1.  1.]
9606.ENSP00000380880	[ 1.  0.]
9606.ENSP00000309767	[ 0.  0.]
9606.ENSP00000264661	[ 0.  0.]
9606.ENSP00000371318	[ 1.  0.]
9606.ENSP00000223459	[ 0.  0.]
9606.ENSP00000281419	[ 0.  0.]
9606.ENSP00000419126	[-1 -1]
9606.ENSP00000445768	[-1 -1]
9606.ENSP00000232607	[ 1.  1.]
9606.ENSP00000361650	[ 0.  0.]
9606.ENSP00000353444	[ 1.  1.]
9606.ENSP00000293201	[ 1.  1.]
9606.ENSP00000216468	[ 1.  0.]
9606.ENSP00000344844	[ 1.  0.]
9606.ENSP00000318029	[ 1.  1.]
9606.ENSP00000347301	[ 1.  0.]
9606.ENSP00000382030	[-1 -1]
9606.ENSP00000362932	[ 0.  0.]
9606.ENSP00000390630	[-1 -1]
9606.ENSP00000343690	[ 0.  0.]
9606.ENSP00000328495	[-1 -1]
9606.ENSP00000319071	[ 1.  0.]
9606.ENSP00000346173	[ 1.  1.]
9606.ENSP00000264198	[ 1.  1.]
9606.ENSP00000384183	[-1 -1]
9606.ENSP00000318472	[ 1.  1.]
9606.ENSP00000347581	[ 1.  1.]
9606.ENSP00000341071	[ 1.  1.]
9606.ENSP00000263257	[ 0.  0.]
9606.ENSP00000225614	[ 1.  1.]
9606.ENSP00000329932	[ 0.  0.]
9606.ENSP00000348827	[ 0.  0.]
9606.ENSP00000274031	[ 0.  0.]
9606.ENSP00000229314	[ 1.  1.]
9606.ENSP00000353246	[ 0.  0.]
9606.ENSP00000395995	[ 0.  0.]
9606.ENSP00000327850	[ 1.  1.]
9606.ENSP00000343331	[ 1.  0.]
9606.ENSP00000293745	[ 1.  1.]
9606.ENSP00000361245	[ 0.  0.]
9606.ENSP00000352021	[ 0.  0.]
9606.ENSP00000259335	[ 1.  1.]
9606.ENSP00000332062	[ 0.  0.]
9606.ENSP00000310723	[ 1.  1.]
9606.ENSP00000330475	[ 1.  0.]
9606.ENSP00000244573	[ 1.  1.]
9606.ENSP00000263710	[ 1.  1.]
9606.ENSP00000371905	[ 1.  0.]
9606.ENSP00000322593	[ 1.  0.]
9606.ENSP00000325561	[ 1.  1.]
9606.ENSP00000358038	[-1 -1]
9606.ENSP00000363868	[ 1.  1.]
9606.ENSP00000335287	[ 1.  0.]
9606.ENSP00000358233	[-1 -1]
9606.ENSP00000318820	[ 1.  1.]
9606.ENSP00000373730	[ 1.  1.]
9606.ENSP00000331363	[ 1.  1.]
9606.ENSP00000302814	[ 0.  0.]
9606.ENSP00000273308	[ 0.  0.]
9606.ENSP00000317177	[ 1.  1.]
9606.ENSP00000378292	[ 1.  1.]
9606.ENSP00000367265	[ 1.  1.]
9606.ENSP00000367705	[ 1.  1.]
9606.ENSP00000463094	[ 1.  0.]
9606.ENSP00000040584	[ 1.  1.]
9606.ENSP00000414202	[ 1.  1.]
9606.ENSP00000222644	[ 1.  0.]
9606.ENSP00000299157	[ 1.  1.]
9606.ENSP00000225873	[ 1.  1.]
9606.ENSP00000323264	[ 1.  1.]
9606.ENSP00000350018	[ 1.  1.]
9606.ENSP00000300305	[ 1.  1.]
9606.ENSP00000329990	[-1 -1]
9606.ENSP00000306106	[ 1.  0.]
9606.ENSP00000385916	[-1 -1]
9606.ENSP00000255305	[ 1.  1.]
9606.ENSP00000340305	[ 1.  1.]
9606.ENSP00000371929	[ 1.  0.]
9606.ENSP00000402151	[-1 -1]
9606.ENSP00000217893	[ 1.  1.]
9606.ENSP00000284049	[ 0.  0.]
9606.ENSP00000325381	[ 1.  0.]
9606.ENSP00000352413	[ 1.  0.]
9606.ENSP00000340995	[ 1.  1.]
9606.ENSP00000257724	[ 1.  1.]
9606.ENSP00000306490	[ 1.  1.]
9606.ENSP00000352305	[ 1.  0.]
9606.ENSP00000276704	[-1 -1]
9606.ENSP00000320247	[ 0.  0.]
9606.ENSP00000295137	[ 1.  1.]
9606.ENSP00000275034	[ 0.  0.]
9606.ENSP00000335636	[ 1.  1.]
9606.ENSP00000395983	[ 1.  1.]
9606.ENSP00000326550	[ 1.  1.]
9606.ENSP00000312141	[ 0.  0.]
9606.ENSP00000220940	[ 1.  0.]
9606.ENSP00000222399	[ 1.  0.]
9606.ENSP00000387536	[ 0.  0.]
9606.ENSP00000352138	[ 1.  1.]
9606.ENSP00000320171	[ 1.  1.]
9606.ENSP00000466214	[ 1.  1.]
9606.ENSP00000225893	[ 1.  1.]
9606.ENSP00000343103	[ 1.  1.]
9606.ENSP00000343054	[ 1.  1.]
9606.ENSP00000314544	[-1 -1]
9606.ENSP00000320401	[ 1.  0.]
9606.ENSP00000292055	[ 0.  0.]
9606.ENSP00000219689	[ 1.  1.]
9606.ENSP00000314324	[ 1.  0.]
9606.ENSP00000364371	[ 1.  0.]
9606.ENSP00000264192	[ 1.  1.]
9606.ENSP00000357644	[ 1.  1.]
9606.ENSP00000442633	[ 1.  0.]
9606.ENSP00000352097	[ 1.  1.]
9606.ENSP00000277517	[ 1.  1.]
9606.ENSP00000373413	[ 0.  0.]
9606.ENSP00000268797	[ 0.  0.]
9606.ENSP00000335632	[ 1.  1.]
9606.ENSP00000355187	[ 1.  0.]
9606.ENSP00000297267	[ 1.  1.]
9606.ENSP00000407818	[ 0.  0.]
9606.ENSP00000382328	[ 1.  1.]
9606.ENSP00000384234	[ 1.  0.]
9606.ENSP00000372449	[-1 -1]
9606.ENSP00000287202	[ 0.  0.]
9606.ENSP00000357356	[-1 -1]
9606.ENSP00000219789	[ 1.  0.]
9606.ENSP00000324890	[ 1.  0.]
9606.ENSP00000366144	[ 0.  0.]
9606.ENSP00000350297	[ 0.  0.]
9606.ENSP00000246895	[ 0.  0.]
9606.ENSP00000219476	[ 1.  1.]
9606.ENSP00000331746	[ 1.  1.]
9606.ENSP00000347744	[ 1.  1.]
9606.ENSP00000321419	[ 1.  0.]
9606.ENSP00000254816	[ 0.  0.]
9606.ENSP00000472225	[-1 -1]
9606.ENSP00000420502	[ 1.  0.]
9606.ENSP00000298288	[ 0.  0.]
9606.ENSP00000284694	[ 1.  1.]
9606.ENSP00000320207	[-1 -1]
9606.ENSP00000420419	[ 0.  0.]
9606.ENSP00000250457	[ 1.  1.]
9606.ENSP00000348206	[-1 -1]
9606.ENSP00000342032	[ 0.  0.]
9606.ENSP00000264935	[ 1.  1.]
9606.ENSP00000384957	[ 1.  0.]
9606.ENSP00000348163	[ 0.  0.]
9606.ENSP00000343656	[ 1.  1.]
9606.ENSP00000252729	[-1 -1]
9606.ENSP00000268206	[ 0.  0.]
9606.ENSP00000420321	[ 1.  1.]
9606.ENSP00000324392	[ 1.  1.]
9606.ENSP00000362125	[ 1.  0.]
9606.ENSP00000225609	[ 1.  0.]
9606.ENSP00000326244	[ 1.  0.]
9606.ENSP00000301332	[ 1.  1.]
9606.ENSP00000334437	[-1 -1]
9606.ENSP00000221347	[ 1.  0.]
9606.ENSP00000323816	[ 0.  0.]
9606.ENSP00000313158	[ 1.  1.]
9606.ENSP00000364685	[ 1.  0.]
9606.ENSP00000262102	[ 1.  1.]
9606.ENSP00000352672	[ 0.  0.]
9606.ENSP00000402644	[-1 -1]
9606.ENSP00000301475	[-1 -1]
9606.ENSP00000343877	[ 1.  0.]
9606.ENSP00000313759	[ 1.  1.]
9606.ENSP00000395498	[ 1.  1.]
9606.ENSP00000337445	[ 1.  1.]
9606.ENSP00000280886	[ 1.  1.]
9606.ENSP00000296370	[ 1.  1.]
9606.ENSP00000216366	[ 1.  1.]
9606.ENSP00000266604	[ 0.  0.]
9606.ENSP00000314396	[ 1.  1.]
9606.ENSP00000221130	[ 1.  0.]
9606.ENSP00000341044	[ 0.  0.]
9606.ENSP00000253144	[ 0.  0.]
9606.ENSP00000386348	[ 1.  1.]
9606.ENSP00000293879	[-1 -1]
9606.ENSP00000269033	[ 1.  0.]
9606.ENSP00000306906	[ 0.  0.]
9606.ENSP00000363115	[ 1.  1.]
9606.ENSP00000265564	[ 1.  1.]
9606.ENSP00000309714	[ 1.  0.]
9606.ENSP00000340402	[ 1.  0.]
9606.ENSP00000341031	[ 1.  1.]
9606.ENSP00000284669	[ 1.  1.]
9606.ENSP00000367894	[ 1.  0.]
9606.ENSP00000223428	[ 0.  0.]
9606.ENSP00000373575	[-1 -1]
9606.ENSP00000228515	[ 1.  1.]
9606.ENSP00000361110	[ 1.  0.]
9606.ENSP00000356016	[ 1.  0.]
9606.ENSP00000313601	[ 1.  1.]
9606.ENSP00000354028	[ 0.  0.]
9606.ENSP00000256544	[ 1.  1.]
9606.ENSP00000264563	[ 1.  1.]
9606.ENSP00000421172	[ 1.  0.]
9606.ENSP00000332139	[ 1.  0.]
9606.ENSP00000451995	[-1 -1]
9606.ENSP00000450731	[ 1.  1.]
9606.ENSP00000247161	[ 0.  0.]
9606.ENSP00000274063	[ 1.  0.]
9606.ENSP00000357204	[ 1.  1.]
9606.ENSP00000295709	[ 1.  1.]
9606.ENSP00000412064	[ 0.  0.]
9606.ENSP00000359098	[ 1.  1.]
9606.ENSP00000283928	[ 1.  0.]
9606.ENSP00000359204	[ 1.  0.]
9606.ENSP00000336571	[ 1.  0.]
9606.ENSP00000376855	[ 1.  0.]
9606.ENSP00000439444	[-1 -1]
9606.ENSP00000351497	[ 1.  0.]
9606.ENSP00000436005	[ 1.  1.]
9606.ENSP00000349359	[ 1.  1.]
9606.ENSP00000256447	[ 1.  0.]
9606.ENSP00000399863	[ 0.  0.]
9606.ENSP00000369341	[ 0.  0.]
9606.ENSP00000252487	[ 1.  1.]
9606.ENSP00000339626	[ 1.  0.]
9606.ENSP00000334650	[ 1.  0.]
9606.ENSP00000269576	[ 1.  1.]
9606.ENSP00000006777	[-1 -1]
9606.ENSP00000242261	[ 1.  1.]
9606.ENSP00000310459	[ 0.  0.]
9606.ENSP00000334140	[-1 -1]
9606.ENSP00000367893	[ 1.  1.]
9606.ENSP00000321106	[ 1.  0.]
9606.ENSP00000283905	[-1 -1]
9606.ENSP00000356150	[ 0.  0.]
9606.ENSP00000403208	[ 1.  1.]
9606.ENSP00000346027	[ 1.  1.]
9606.ENSP00000349719	[ 1.  0.]
9606.ENSP00000264345	[-1 -1]
9606.ENSP00000327133	[ 1.  1.]
9606.ENSP00000382856	[-1 -1]
9606.ENSP00000351632	[ 0.  0.]
9606.ENSP00000377040	[ 1.  1.]
9606.ENSP00000372445	[ 1.  1.]
9606.ENSP00000322181	[ 1.  1.]
9606.ENSP00000376372	[ 1.  0.]
9606.ENSP00000356265	[ 1.  1.]
9606.ENSP00000340088	[ 0.  0.]
9606.ENSP00000285679	[ 0.  0.]
9606.ENSP00000367721	[ 1.  1.]
9606.ENSP00000359224	[ 1.  0.]
9606.ENSP00000299853	[ 1.  1.]
9606.ENSP00000380178	[ 1.  0.]
9606.ENSP00000261507	[ 0.  0.]
9606.ENSP00000328207	[ 1.  0.]
9606.ENSP00000316794	[ 0.  0.]
9606.ENSP00000452702	[ 1.  1.]
9606.ENSP00000381473	[ 1.  0.]
9606.ENSP00000365807	[ 0.  0.]
9606.ENSP00000333298	[ 1.  1.]
9606.ENSP00000276202	[ 0.  0.]
9606.ENSP00000369400	[ 0.  0.]
9606.ENSP00000375622	[-1 -1]
9606.ENSP00000400895	[ 0.  0.]
9606.ENSP00000370083	[ 1.  1.]
9606.ENSP00000405289	[ 0.  0.]
9606.ENSP00000303779	[ 0.  0.]
9606.ENSP00000349401	[ 0.  0.]
9606.ENSP00000394316	[ 1.  1.]
9606.ENSP00000254043	[ 1.  1.]
9606.ENSP00000369981	[ 0.  0.]
9606.ENSP00000371362	[ 1.  1.]
9606.ENSP00000362273	[ 1.  1.]
9606.ENSP00000292566	[ 1.  0.]
9606.ENSP00000345175	[-1 -1]
9606.ENSP00000291231	[ 1.  0.]
9606.ENSP00000284142	[ 0.  0.]
9606.ENSP00000350512	[ 1.  1.]
9606.ENSP00000265643	[ 1.  1.]
9606.ENSP00000299665	[ 1.  0.]
9606.ENSP00000470478	[-1 -1]
9606.ENSP00000363988	[ 1.  1.]
9606.ENSP00000326581	[ 0.  0.]
9606.ENSP00000264731	[ 1.  1.]
9606.ENSP00000263321	[ 1.  1.]
9606.ENSP00000324810	[ 1.  1.]
9606.ENSP00000384370	[ 1.  0.]
9606.ENSP00000417601	[ 1.  0.]
9606.ENSP00000442365	[ 1.  1.]
9606.ENSP00000356135	[ 1.  0.]
9606.ENSP00000366902	[ 1.  1.]
9606.ENSP00000370007	[ 1.  1.]
9606.ENSP00000267569	[ 0.  0.]
9606.ENSP00000362463	[ 1.  0.]
9606.ENSP00000354223	[ 1.  1.]
9606.ENSP00000310490	[ 1.  1.]
9606.ENSP00000329199	[ 0.  0.]
9606.ENSP00000239446	[ 0.  0.]
9606.ENSP00000334373	[ 0.  0.]
9606.ENSP00000355629	[ 1.  1.]
9606.ENSP00000360500	[ 0.  0.]
9606.ENSP00000365451	[ 0.  0.]
9606.ENSP00000257290	[ 1.  0.]
9606.ENSP00000350222	[ 1.  0.]
9606.ENSP00000455075	[-1 -1]
9606.ENSP00000333024	[ 1.  1.]
9606.ENSP00000366135	[ 1.  1.]
9606.ENSP00000321203	[ 0.  0.]
9606.ENSP00000300650	[ 0.  0.]
9606.ENSP00000265081	[ 1.  1.]
9606.ENSP00000302227	[ 1.  1.]
9606.ENSP00000366976	[ 1.  1.]
9606.ENSP00000414786	[ 1.  1.]
9606.ENSP00000399168	[ 1.  1.]
9606.ENSP00000347883	[ 1.  1.]
9606.ENSP00000313258	[ 0.  0.]
9606.ENSP00000376615	[ 1.  1.]
9606.ENSP00000354498	[-1 -1]
9606.ENSP00000367013	[ 1.  0.]
9606.ENSP00000261353	[-1 -1]
9606.ENSP00000273179	[ 1.  0.]
9606.ENSP00000260210	[ 1.  1.]
9606.ENSP00000329360	[ 0.  0.]
9606.ENSP00000324775	[ 1.  0.]
9606.ENSP00000265748	[ 1.  1.]
9606.ENSP00000346022	[ 1.  1.]
9606.ENSP00000261349	[ 1.  1.]
9606.ENSP00000295324	[ 1.  1.]
9606.ENSP00000321343	[ 1.  1.]
9606.ENSP00000420381	[ 1.  1.]
9606.ENSP00000364190	[ 1.  1.]
9606.ENSP00000301408	[-1 -1]
9606.ENSP00000241453	[ 1.  0.]
9606.ENSP00000284637	[ 1.  1.]
9606.ENSP00000292327	[ 1.  1.]
9606.ENSP00000262506	[ 1.  1.]
9606.ENSP00000408994	[-1 -1]
9606.ENSP00000366081	[ 1.  1.]
9606.ENSP00000295148	[-1 -1]
9606.ENSP00000297632	[ 1.  1.]
9606.ENSP00000246000	[-1 -1]
9606.ENSP00000330746	[ 1.  1.]
9606.ENSP00000365806	[-1 -1]
9606.ENSP00000381005	[ 1.  1.]
9606.ENSP00000258042	[ 1.  1.]
9606.ENSP00000350833	[ 0.  0.]
9606.ENSP00000321360	[-1 -1]
9606.ENSP00000363270	[ 0.  0.]
9606.ENSP00000360045	[-1 -1]
9606.ENSP00000423541	[ 1.  0.]
9606.ENSP00000306614	[ 1.  1.]
9606.ENSP00000262429	[ 1.  0.]
9606.ENSP00000341637	[ 1.  0.]
9606.ENSP00000379030	[-1 -1]
9606.ENSP00000345392	[ 0.  0.]
9606.ENSP00000356811	[ 1.  0.]
9606.ENSP00000265717	[ 1.  1.]
9606.ENSP00000323858	[ 1.  1.]
9606.ENSP00000322909	[ 1.  1.]
9606.ENSP00000371554	[ 1.  1.]
9606.ENSP00000327652	[ 1.  1.]
9606.ENSP00000414037	[-1 -1]
9606.ENSP00000262519	[ 1.  1.]
9606.ENSP00000361518	[-1 -1]
9606.ENSP00000380336	[ 0.  0.]
9606.ENSP00000379866	[ 1.  0.]
9606.ENSP00000422753	[ 1.  1.]
9606.ENSP00000351259	[-1 -1]
9606.ENSP00000274376	[ 1.  0.]
9606.ENSP00000267978	[ 0.  0.]
9606.ENSP00000259324	[ 1.  0.]
9606.ENSP00000272732	[ 0.  0.]
9606.ENSP00000341360	[ 1.  0.]
9606.ENSP00000401508	[ 1.  1.]
9606.ENSP00000311313	[ 1.  1.]
9606.ENSP00000366690	[ 1.  1.]
9606.ENSP00000366246	[ 1.  1.]
9606.ENSP00000292599	[ 1.  1.]
9606.ENSP00000253669	[ 1.  1.]
9606.ENSP00000386175	[ 1.  0.]
9606.ENSP00000364694	[ 1.  0.]
9606.ENSP00000450710	[ 1.  1.]
9606.ENSP00000357759	[ 0.  0.]
9606.ENSP00000348010	[ 0.  0.]
9606.ENSP00000376421	[ 1.  0.]
9606.ENSP00000343741	[ 1.  1.]
9606.ENSP00000215631	[ 1.  1.]
9606.ENSP00000302833	[ 1.  0.]
9606.ENSP00000272217	[ 1.  1.]
9606.ENSP00000312735	[ 1.  1.]
9606.ENSP00000385527	[ 1.  0.]
9606.ENSP00000306523	[ 0.  0.]
9606.ENSP00000376397	[ 1.  0.]
9606.ENSP00000367391	[ 0.  0.]
9606.ENSP00000369375	[ 1.  1.]
9606.ENSP00000349977	[ 1.  1.]
9606.ENSP00000284551	[ 1.  1.]
9606.ENSP00000226230	[ 1.  1.]
9606.ENSP00000239027	[ 0.  0.]
9606.ENSP00000346810	[ 1.  1.]
9606.ENSP00000258411	[ 0.  0.]
9606.ENSP00000381003	[ 1.  1.]
9606.ENSP00000366586	[ 1.  0.]
9606.ENSP00000385481	[ 0.  0.]
9606.ENSP00000316842	[ 0.  0.]
9606.ENSP00000387462	[ 0.  0.]
9606.ENSP00000406027	[-1 -1]
9606.ENSP00000366927	[ 1.  1.]
9606.ENSP00000298861	[ 0.  0.]
9606.ENSP00000434279	[ 1.  0.]
9606.ENSP00000321845	[ 0.  0.]
9606.ENSP00000333915	[-1 -1]
9606.ENSP00000285381	[ 0.  0.]
9606.ENSP00000359629	[ 0.  0.]
9606.ENSP00000322469	[ 0.  0.]
9606.ENSP00000229769	[ 1.  1.]
9606.ENSP00000310596	[ 1.  1.]
9606.ENSP00000256999	[ 0.  0.]
9606.ENSP00000360149	[ 1.  0.]
9606.ENSP00000416125	[ 1.  1.]
9606.ENSP00000447064	[-1 -1]
9606.ENSP00000234701	[ 1.  1.]
9606.ENSP00000359382	[ 1.  1.]
9606.ENSP00000324191	[ 0.  0.]
9606.ENSP00000326574	[-1 -1]
9606.ENSP00000264183	[ 0.  0.]
9606.ENSP00000347802	[-1 -1]
9606.ENSP00000318429	[ 1.  1.]
